T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2020-2021,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,CHARTER STATUS,GENDER,ENROLLMENT
2020-2021,02,NUECES COUNTY,178901,AGUA DULCE ISD,TRADITIONAL ISD/CSD,Female,194
2020-2021,02,NUECES COUNTY,178901,AGUA DULCE ISD,TRADITIONAL ISD/CSD,Male,212
2020-2021,20,BEXAR COUNTY,015901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,Female,2298
2020-2021,20,BEXAR COUNTY,015901,ALAMO HEIGHTS ISD,TRADITIONAL ISD/CSD,Male,2548
2020-2021,07,WOOD COUNTY,250906,ALBA-GOLDEN ISD,TRADITIONAL ISD/CSD,Female,393
2020-2021,07,WOOD COUNTY,250906,ALBA-GOLDEN ISD,TRADITIONAL ISD/CSD,Male,468
2020-2021,14,SHACKELFORD COUNTY,209901,ALBANY ISD,TRADITIONAL ISD/CSD,Female,246
2020-2021,14,SHACKELFORD COUNTY,209901,ALBANY ISD,TRADITIONAL ISD/CSD,Male,257
2020-2021,04,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Female,31117
2020-2021,04,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Male,32185
2020-2021,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Female,3177
2020-2021,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Male,3546
2020-2021,02,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Female,2281
2020-2021,02,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Male,2395
2020-2021,04,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Female,20124
2020-2021,04,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Male,21600
2020-2021,04,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Female,171
2020-2021,04,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Male,160
2020-2021,10,COLLIN COUNTY,043901,ALLEN ISD,TRADITIONAL ISD/CSD,Female,10614
2020-2021,10,COLLIN COUNTY,043901,ALLEN ISD,TRADITIONAL ISD/CSD,Male,11003
2020-2021,18,BREWSTER COUNTY,022901,ALPINE ISD,TRADITIONAL ISD/CSD,Female,481
2020-2021,18,BREWSTER COUNTY,022901,ALPINE ISD,TRADITIONAL ISD/CSD,Male,493
2020-2021,07,CHEROKEE COUNTY,037901,ALTO ISD,TRADITIONAL ISD/CSD,Female,298
2020-2021,07,CHEROKEE COUNTY,037901,ALTO ISD,TRADITIONAL ISD/CSD,Male,311
2020-2021,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Female,1693
2020-2021,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Male,1872
2020-2021,04,BRAZORIA COUNTY,020901,ALVIN ISD,TRADITIONAL ISD/CSD,Female,13081
2020-2021,04,BRAZORIA COUNTY,020901,ALVIN ISD,TRADITIONAL ISD/CSD,Male,13925
2020-2021,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Female,328
2020-2021,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Male,381
2020-2021,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Female,15425
2020-2021,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Male,15963
2020-2021,04,GALVESTON COUNTY,084804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Female,134
2020-2021,04,GALVESTON COUNTY,084804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Male,112
2020-2021,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Female,64
2020-2021,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Male,69
2020-2021,04,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,OPEN ENROLLMENT CHARTER,Female,260
2020-2021,04,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE P,OPEN ENROLLMENT CHARTER,Male,242
2020-2021,04,CHAMBERS COUNTY,036901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Female,628
2020-2021,04,CHAMBERS COUNTY,036901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Male,698
2020-2021,06,GRIMES COUNTY,093901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Female,437
2020-2021,06,GRIMES COUNTY,093901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Male,450
2020-2021,18,ANDREWS COUNTY,002901,ANDREWS ISD,TRADITIONAL ISD/CSD,Female,2011
2020-2021,18,ANDREWS COUNTY,002901,ANDREWS ISD,TRADITIONAL ISD/CSD,Male,2117
2020-2021,04,BRAZORIA COUNTY,020902,ANGLETON ISD,TRADITIONAL ISD/CSD,Female,3291
2020-2021,04,BRAZORIA COUNTY,020902,ANGLETON ISD,TRADITIONAL ISD/CSD,Male,3572
2020-2021,10,COLLIN COUNTY,043902,ANNA ISD,TRADITIONAL ISD/CSD,Female,1900
2020-2021,10,COLLIN COUNTY,043902,ANNA ISD,TRADITIONAL ISD/CSD,Male,2079
2020-2021,14,JONES COUNTY,127901,ANSON ISD,TRADITIONAL ISD/CSD,Female,324
2020-2021,14,JONES COUNTY,127901,ANSON ISD,TRADITIONAL ISD/CSD,Male,384
2020-2021,19,EL PASO COUNTY,071906,ANTHONY ISD,TRADITIONAL ISD/CSD,Female,387
2020-2021,19,EL PASO COUNTY,071906,ANTHONY ISD,TRADITIONAL ISD/CSD,Male,400
2020-2021,17,HOCKLEY COUNTY,110901,ANTON ISD,TRADITIONAL ISD/CSD,Female,98
2020-2021,17,HOCKLEY COUNTY,110901,ANTON ISD,TRADITIONAL ISD/CSD,Male,86
2020-2021,06,TRINITY COUNTY,228905,APPLE SPRINGS ISD,TRADITIONAL ISD/CSD,Female,106
2020-2021,06,TRINITY COUNTY,228905,APPLE SPRINGS ISD,TRADITIONAL ISD/CSD,Male,100
2020-2021,12,HILL COUNTY,109912,AQUILLA ISD,TRADITIONAL ISD/CSD,Female,155
2020-2021,12,HILL COUNTY,109912,AQUILLA ISD,TRADITIONAL ISD/CSD,Male,164
2020-2021,02,ARANSAS COUNTY,004901,ARANSAS COUNTY ISD,TRADITIONAL ISD/CSD,Female,1444
2020-2021,02,ARANSAS COUNTY,004901,ARANSAS COUNTY ISD,TRADITIONAL ISD/CSD,Male,1566
2020-2021,02,SAN PATRICIO COUNTY,205901,ARANSAS PASS ISD,TRADITIONAL ISD/CSD,Female,821
2020-2021,02,SAN PATRICIO COUNTY,205901,ARANSAS PASS ISD,TRADITIONAL ISD/CSD,Male,824
2020-2021,09,ARCHER COUNTY,005901,ARCHER CITY ISD,TRADITIONAL ISD/CSD,Female,242
2020-2021,09,ARCHER COUNTY,005901,ARCHER CITY ISD,TRADITIONAL ISD/CSD,Male,260
2020-2021,11,DENTON COUNTY,061910,ARGYLE ISD,TRADITIONAL ISD/CSD,Female,1778
2020-2021,11,DENTON COUNTY,061910,ARGYLE ISD,TRADITIONAL ISD/CSD,Male,2017
2020-2021,04,HARRIS COUNTY,101803,ARISTOI CLASSICAL ACADEMY,OPEN ENROLLMENT CHARTER,Female,566
2020-2021,04,HARRIS COUNTY,101803,ARISTOI CLASSICAL ACADEMY,OPEN ENROLLMENT CHARTER,Male,506
2020-2021,11,TARRANT COUNTY,220802,ARLINGTON CLASSICS ACADEMY,OPEN ENROLLMENT CHARTER,Female,812
2020-2021,11,TARRANT COUNTY,220802,ARLINGTON CLASSICS ACADEMY,OPEN ENROLLMENT CHARTER,Male,730
2020-2021,11,TARRANT COUNTY,220901,ARLINGTON ISD,TRADITIONAL ISD/CSD,Female,27623
2020-2021,11,TARRANT COUNTY,220901,ARLINGTON ISD,TRADITIONAL ISD/CSD,Male,29217
2020-2021,07,SMITH COUNTY,212901,ARP ISD,TRADITIONAL ISD/CSD,Female,424
2020-2021,07,SMITH COUNTY,212901,ARP ISD,TRADITIONAL ISD/CSD,Male,452
2020-2021,06,BRAZOS COUNTY,021805,ARROW ACADEMY,OPEN ENROLLMENT CHARTER,Female,338
2020-2021,06,BRAZOS COUNTY,021805,ARROW ACADEMY,OPEN ENROLLMENT CHARTER,Male,353
2020-2021,14,STONEWALL COUNTY,217901,ASPERMONT ISD,TRADITIONAL ISD/CSD,Female,113
2020-2021,14,STONEWALL COUNTY,217901,ASPERMONT ISD,TRADITIONAL ISD/CSD,Male,100
2020-2021,10,HENDERSON COUNTY,107901,ATHENS ISD,TRADITIONAL ISD/CSD,Female,1425
2020-2021,10,HENDERSON COUNTY,107901,ATHENS ISD,TRADITIONAL ISD/CSD,Male,1557
2020-2021,08,CASS COUNTY,034901,ATLANTA ISD,TRADITIONAL ISD/CSD,Female,874
2020-2021,08,CASS COUNTY,034901,ATLANTA ISD,TRADITIONAL ISD/CSD,Male,974
2020-2021,11,DENTON COUNTY,061907,AUBREY ISD,TRADITIONAL ISD/CSD,Female,1332
2020-2021,11,DENTON COUNTY,061907,AUBREY ISD,TRADITIONAL ISD/CSD,Male,1312
2020-2021,13,TRAVIS COUNTY,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Female,1096
2020-2021,13,TRAVIS COUNTY,227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,OPEN ENROLLMENT CHARTER,Male,1087
2020-2021,13,TRAVIS COUNTY,227821,AUSTIN DISCOVERY SCHOOL,OPEN ENROLLMENT CHARTER,Female,197
2020-2021,13,TRAVIS COUNTY,227821,AUSTIN DISCOVERY SCHOOL,OPEN ENROLLMENT CHARTER,Male,236
2020-2021,13,TRAVIS COUNTY,227901,AUSTIN ISD,TRADITIONAL ISD/CSD,Female,36625
2020-2021,13,TRAVIS COUNTY,227901,AUSTIN ISD,TRADITIONAL ISD/CSD,Male,38246
2020-2021,03,REFUGIO COUNTY,196901,AUSTWELL-TIVOLI ISD,TRADITIONAL ISD/CSD,Female,71
2020-2021,03,REFUGIO COUNTY,196901,AUSTWELL-TIVOLI ISD,TRADITIONAL ISD/CSD,Male,66
2020-2021,10,ELLIS COUNTY,070901,AVALON ISD,TRADITIONAL ISD/CSD,Female,182
2020-2021,10,ELLIS COUNTY,070901,AVALON ISD,TRADITIONAL ISD/CSD,Male,150
2020-2021,08,RED RIVER COUNTY,194902,AVERY ISD,TRADITIONAL ISD/CSD,Female,161
2020-2021,08,RED RIVER COUNTY,194902,AVERY ISD,TRADITIONAL ISD/CSD,Male,161
2020-2021,08,CASS COUNTY,034902,AVINGER ISD,TRADITIONAL ISD/CSD,Female,62
2020-2021,08,CASS COUNTY,034902,AVINGER ISD,TRADITIONAL ISD/CSD,Male,78
2020-2021,12,MCLENNAN COUNTY,161918,AXTELL ISD,TRADITIONAL ISD/CSD,Female,361
2020-2021,12,MCLENNAN COUNTY,161918,AXTELL ISD,TRADITIONAL ISD/CSD,Male,411
2020-2021,11,TARRANT COUNTY,220915,AZLE ISD,TRADITIONAL ISD/CSD,Female,3206
2020-2021,11,TARRANT COUNTY,220915,AZLE ISD,TRADITIONAL ISD/CSD,Male,3479
2020-2021,14,CALLAHAN COUNTY,030903,BAIRD ISD,TRADITIONAL ISD/CSD,Female,124
2020-2021,14,CALLAHAN COUNTY,030903,BAIRD ISD,TRADITIONAL ISD/CSD,Male,157
2020-2021,15,RUNNELS COUNTY,200901,BALLINGER ISD,TRADITIONAL ISD/CSD,Female,406
2020-2021,15,RUNNELS COUNTY,200901,BALLINGER ISD,TRADITIONAL ISD/CSD,Male,448
2020-2021,18,REEVES COUNTY,195902,BALMORHEA ISD,TRADITIONAL ISD/CSD,Female,75
2020-2021,18,REEVES COUNTY,195902,BALMORHEA ISD,TRADITIONAL ISD/CSD,Male,80
2020-2021,20,BANDERA COUNTY,010902,BANDERA ISD,TRADITIONAL ISD/CSD,Female,1057
2020-2021,20,BANDERA COUNTY,010902,BANDERA ISD,TRADITIONAL ISD/CSD,Male,1161
2020-2021,15,BROWN COUNTY,025901,BANGS ISD,TRADITIONAL ISD/CSD,Female,393
2020-2021,15,BROWN COUNTY,025901,BANGS ISD,TRADITIONAL ISD/CSD,Male,444
2020-2021,02,NUECES COUNTY,178913,BANQUETE ISD,TRADITIONAL ISD/CSD,Female,432
2020-2021,02,NUECES COUNTY,178913,BANQUETE ISD,TRADITIONAL ISD/CSD,Male,423
2020-2021,04,CHAMBERS COUNTY,036902,BARBERS HILL ISD,TRADITIONAL ISD/CSD,Female,3153
2020-2021,04,CHAMBERS COUNTY,036902,BARBERS HILL ISD,TRADITIONAL ISD/CSD,Male,3271
2020-2021,13,BELL COUNTY,014902,BARTLETT ISD,TRADITIONAL ISD/CSD,Female,171
2020-2021,13,BELL COUNTY,014902,BARTLETT ISD,TRADITIONAL ISD/CSD,Male,209
2020-2021,20,BEXAR COUNTY,015834,BASIS TEXAS,OPEN ENROLLMENT CHARTER,Female,1496
2020-2021,20,BEXAR COUNTY,015834,BASIS TEXAS,OPEN ENROLLMENT CHARTER,Male,1552
2020-2021,13,BASTROP COUNTY,011901,BASTROP ISD,TRADITIONAL ISD/CSD,Female,5536
2020-2021,13,BASTROP COUNTY,011901,BASTROP ISD,TRADITIONAL ISD/CSD,Male,5869
2020-2021,03,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,Female,1713
2020-2021,03,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,Male,1823
2020-2021,04,HARRIS COUNTY,101847,BEATRICE MAYES INSTITUTE CHARTER S,OPEN ENROLLMENT CHARTER,Female,262
2020-2021,04,HARRIS COUNTY,101847,BEATRICE MAYES INSTITUTE CHARTER S,OPEN ENROLLMENT CHARTER,Male,208
2020-2021,05,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,Female,8473
2020-2021,05,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,Male,8655
2020-2021,07,PANOLA COUNTY,183901,BECKVILLE ISD,TRADITIONAL ISD/CSD,Female,320
2020-2021,07,PANOLA COUNTY,183901,BECKVILLE ISD,TRADITIONAL ISD/CSD,Male,353
2020-2021,02,BEE COUNTY,013901,BEEVILLE ISD,TRADITIONAL ISD/CSD,Female,1546
2020-2021,02,BEE COUNTY,013901,BEEVILLE ISD,TRADITIONAL ISD/CSD,Male,1611
2020-2021,09,CLAY COUNTY,039904,BELLEVUE ISD,TRADITIONAL ISD/CSD,Female,67
2020-2021,09,CLAY COUNTY,039904,BELLEVUE ISD,TRADITIONAL ISD/CSD,Male,78
2020-2021,10,GRAYSON COUNTY,091901,BELLS ISD,TRADITIONAL ISD/CSD,Female,432
2020-2021,10,GRAYSON COUNTY,091901,BELLS ISD,TRADITIONAL ISD/CSD,Male,436
2020-2021,06,AUSTIN COUNTY,008901,BELLVILLE ISD,TRADITIONAL ISD/CSD,Female,1088
2020-2021,06,AUSTIN COUNTY,008901,BELLVILLE ISD,TRADITIONAL ISD/CSD,Male,1108
2020-2021,12,BELL COUNTY,014903,BELTON ISD,TRADITIONAL ISD/CSD,Female,6231
2020-2021,12,BELL COUNTY,014903,BELTON ISD,TRADITIONAL ISD/CSD,Male,6378
2020-2021,02,JIM WELLS COUNTY,125902,BEN BOLT-PALITO BLANCO ISD,TRADITIONAL ISD/CSD,Female,259
2020-2021,02,JIM WELLS COUNTY,125902,BEN BOLT-PALITO BLANCO ISD,TRADITIONAL ISD/CSD,Male,262
2020-2021,02,DUVAL COUNTY,066901,BENAVIDES ISD,TRADITIONAL ISD/CSD,Female,126
2020-2021,02,DUVAL COUNTY,066901,BENAVIDES ISD,TRADITIONAL ISD/CSD,Male,129
2020-2021,09,KNOX COUNTY,138904,BENJAMIN ISD,TRADITIONAL ISD/CSD,Female,72
2020-2021,09,KNOX COUNTY,138904,BENJAMIN ISD,TRADITIONAL ISD/CSD,Male,59
2020-2021,04,HARRIS COUNTY,101870,BETA ACADEMY,OPEN ENROLLMENT CHARTER,Female,633
2020-2021,04,HARRIS COUNTY,101870,BETA ACADEMY,OPEN ENROLLMENT CHARTER,Male,572
2020-2021,17,LUBBOCK COUNTY,152806,BETTY M CONDRA SCHOOL FOR EDUCATIO,OPEN ENROLLMENT CHARTER,Female,58
2020-2021,17,LUBBOCK COUNTY,152806,BETTY M CONDRA SCHOOL FOR EDUCATIO,OPEN ENROLLMENT CHARTER,Male,90
2020-2021,20,BEXAR COUNTY,015809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,Female,135
2020-2021,20,BEXAR COUNTY,015809,BEXAR COUNTY ACADEMY,OPEN ENROLLMENT CHARTER,Male,139
2020-2021,06,POLK COUNTY,187901,BIG SANDY ISD,TRADITIONAL ISD/CSD,Female,247
2020-2021,07,UPSHUR COUNTY,230901,BIG SANDY ISD,TRADITIONAL ISD/CSD,Female,307
2020-2021,06,POLK COUNTY,187901,BIG SANDY ISD,TRADITIONAL ISD/CSD,Male,249
2020-2021,07,UPSHUR COUNTY,230901,BIG SANDY ISD,TRADITIONAL ISD/CSD,Male,336
2020-2021,18,HOWARD COUNTY,114901,BIG SPRING ISD,TRADITIONAL ISD/CSD,Female,1798
2020-2021,18,HOWARD COUNTY,114901,BIG SPRING ISD,TRADITIONAL ISD/CSD,Male,1900
2020-2021,20,REAL COUNTY,193801,BIG SPRINGS CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,105
2020-2021,20,REAL COUNTY,193801,BIG SPRINGS CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,130
2020-2021,11,TARRANT COUNTY,220902,BIRDVILLE ISD,TRADITIONAL ISD/CSD,Female,10964
2020-2021,11,TARRANT COUNTY,220902,BIRDVILLE ISD,TRADITIONAL ISD/CSD,Male,11772
2020-2021,02,NUECES COUNTY,178902,BISHOP CISD,TRADITIONAL ISD/CSD,Female,749
2020-2021,02,NUECES COUNTY,178902,BISHOP CISD,TRADITIONAL ISD/CSD,Male,807
2020-2021,14,NOLAN COUNTY,177903,BLACKWELL CISD,TRADITIONAL ISD/CSD,Female,80
2020-2021,14,NOLAN COUNTY,177903,BLACKWELL CISD,TRADITIONAL ISD/CSD,Male,88
2020-2021,13,BLANCO COUNTY,016902,BLANCO ISD,TRADITIONAL ISD/CSD,Female,488
2020-2021,13,BLANCO COUNTY,016902,BLANCO ISD,TRADITIONAL ISD/CSD,Male,523
2020-2021,10,HUNT COUNTY,116915,BLAND ISD,TRADITIONAL ISD/CSD,Female,364
2020-2021,10,HUNT COUNTY,116915,BLAND ISD,TRADITIONAL ISD/CSD,Male,360
2020-2021,15,BROWN COUNTY,025904,BLANKET ISD,TRADITIONAL ISD/CSD,Female,67
2020-2021,15,BROWN COUNTY,025904,BLANKET ISD,TRADITIONAL ISD/CSD,Male,76
2020-2021,04,HARRIS COUNTY,101875,BLOOM ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Female,50
2020-2021,04,HARRIS COUNTY,101875,BLOOM ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,Male,43
2020-2021,08,CASS COUNTY,034909,BLOOMBURG ISD,TRADITIONAL ISD/CSD,Female,137
2020-2021,08,CASS COUNTY,034909,BLOOMBURG ISD,TRADITIONAL ISD/CSD,Male,113
2020-2021,12,NAVARRO COUNTY,175902,BLOOMING GROVE ISD,TRADITIONAL ISD/CSD,Female,434
2020-2021,12,NAVARRO COUNTY,175902,BLOOMING GROVE ISD,TRADITIONAL ISD/CSD,Male,463
2020-2021,03,VICTORIA COUNTY,235901,BLOOMINGTON ISD,TRADITIONAL ISD/CSD,Female,435
2020-2021,03,VICTORIA COUNTY,235901,BLOOMINGTON ISD,TRADITIONAL ISD/CSD,Male,452
2020-2021,10,COLLIN COUNTY,043917,BLUE RIDGE ISD,TRADITIONAL ISD/CSD,Female,444
2020-2021,10,COLLIN COUNTY,043917,BLUE RIDGE ISD,TRADITIONAL ISD/CSD,Male,444
2020-2021,11,ERATH COUNTY,072904,BLUFF DALE ISD,TRADITIONAL ISD/CSD,Female,104
2020-2021,11,ERATH COUNTY,072904,BLUFF DALE ISD,TRADITIONAL ISD/CSD,Male,120
2020-2021,12,HILL COUNTY,109913,BLUM ISD,TRADITIONAL ISD/CSD,Female,182
2020-2021,12,HILL COUNTY,109913,BLUM ISD,TRADITIONAL ISD/CSD,Male,183
2020-2021,05,JEFFERSON COUNTY,123807,BOB HOPE SCHOOL,OPEN ENROLLMENT CHARTER,Female,1252
2020-2021,05,JEFFERSON COUNTY,123807,BOB HOPE SCHOOL,OPEN ENROLLMENT CHARTER,Male,1133
2020-2021,20,KENDALL COUNTY,130901,BOERNE ISD,TRADITIONAL ISD/CSD,Female,4697
2020-2021,20,KENDALL COUNTY,130901,BOERNE ISD,TRADITIONAL ISD/CSD,Male,4920
2020-2021,10,HUNT COUNTY,116916,BOLES ISD,TRADITIONAL ISD/CSD,Female,240
2020-2021,10,HUNT COUNTY,116916,BOLES ISD,TRADITIONAL ISD/CSD,Male,257
2020-2021,03,WHARTON COUNTY,241901,BOLING ISD,TRADITIONAL ISD/CSD,Female,541
2020-2021,03,WHARTON COUNTY,241901,BOLING ISD,TRADITIONAL ISD/CSD,Male,560
2020-2021,10,FANNIN COUNTY,074903,BONHAM ISD,TRADITIONAL ISD/CSD,Female,848
2020-2021,10,FANNIN COUNTY,074903,BONHAM ISD,TRADITIONAL ISD/CSD,Male,948
2020-2021,16,LIPSCOMB COUNTY,148901,BOOKER ISD,TRADITIONAL ISD/CSD,Female,191
2020-2021,16,LIPSCOMB COUNTY,148901,BOOKER ISD,TRADITIONAL ISD/CSD,Male,171
2020-2021,17,BORDEN COUNTY,017901,BORDEN COUNTY ISD,TRADITIONAL ISD/CSD,Female,103
2020-2021,17,BORDEN COUNTY,017901,BORDEN COUNTY ISD,TRADITIONAL ISD/CSD,Male,128
2020-2021,16,HUTCHINSON COUNTY,117901,BORGER ISD,TRADITIONAL ISD/CSD,Female,1228
2020-2021,16,HUTCHINSON COUNTY,117901,BORGER ISD,TRADITIONAL ISD/CSD,Male,1244
2020-2021,12,MCLENNAN COUNTY,161923,BOSQUEVILLE ISD,TRADITIONAL ISD/CSD,Female,382
2020-2021,12,MCLENNAN COUNTY,161923,BOSQUEVILLE ISD,TRADITIONAL ISD/CSD,Male,347
2020-2021,16,PARMER COUNTY,185901,BOVINA ISD,TRADITIONAL ISD/CSD,Female,220
2020-2021,16,PARMER COUNTY,185901,BOVINA ISD,TRADITIONAL ISD/CSD,Male,245
2020-2021,09,MONTAGUE COUNTY,169901,BOWIE ISD,TRADITIONAL ISD/CSD,Female,820
2020-2021,09,MONTAGUE COUNTY,169901,BOWIE ISD,TRADITIONAL ISD/CSD,Male,873
2020-2021,11,WISE COUNTY,249902,BOYD ISD,TRADITIONAL ISD/CSD,Female,612
2020-2021,11,WISE COUNTY,249902,BOYD ISD,TRADITIONAL ISD/CSD,Male,655
2020-2021,16,OLDHAM COUNTY,180901,BOYS RANCH ISD,TRADITIONAL ISD/CSD,Female,83
2020-2021,16,OLDHAM COUNTY,180901,BOYS RANCH ISD,TRADITIONAL ISD/CSD,Male,123
2020-2021,20,KINNEY COUNTY,136901,BRACKETT ISD,TRADITIONAL ISD/CSD,Female,240
2020-2021,20,KINNEY COUNTY,136901,BRACKETT ISD,TRADITIONAL ISD/CSD,Male,279
2020-2021,15,MCCULLOCH COUNTY,160901,BRADY ISD,TRADITIONAL ISD/CSD,Female,449
2020-2021,15,MCCULLOCH COUNTY,160901,BRADY ISD,TRADITIONAL ISD/CSD,Male,542
2020-2021,06,AUSTIN COUNTY,008903,BRAZOS ISD,TRADITIONAL ISD/CSD,Female,397
2020-2021,06,AUSTIN COUNTY,008903,BRAZOS ISD,TRADITIONAL ISD/CSD,Male,398
